,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
40,"Sunset (with J. Cole feat. Young Nudy)",Dreamville,3313845,https://open.spotify.com/track/3pZO6GoVPeSYDxxsH6vCdj
41,"7 rings","Ariana Grande",3303064,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
42,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3197664,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
43,"Someone You Loved","Lewis Capaldi",3187314,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
44,"Going Bad (feat. Drake)","Meek Mill",3140641,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
45,"Only Human","Jonas Brothers",3123581,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
46,"Pure Water (with Migos)",Mustard,3117758,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
47,"Don't Check On Me (feat. Justin Bieber & Ink)","Chris Brown",3088939,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
48,Callaita,"Bad Bunny",3069224,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
49,"Old Town Road","Lil Nas X",3046074,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
50,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",3006963,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
51,"C7osure (You Like)","Lil Nas X",2973155,https://open.spotify.com/track/4no0eHn4fEB7tN1yZSXMma
52,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",2944981,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
53,"Higher Love",Kygo,2926608,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
54,"Murder On My Mind","YNW Melly",2881488,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
55,"lovely (with Khalid)","Billie Eilish",2874819,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
56,"Best Part of Me (feat. YEBBA)","Ed Sheeran",2862891,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX
57,Better,Khalid,2793895,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
58,Happier,Marshmello,2754952,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
59,"QUE PRETENDES","J Balvin",2744681,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
60,"Good As Hell",Lizzo,2742439,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
61,"Tap (feat. Meek Mill)",NAV,2718314,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
62,"Eastside (with Halsey & Khalid)","benny blanco",2699574,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
63,"Hate Me (with Juice WRLD)","Ellie Goulding",2692291,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
64,"bury a friend","Billie Eilish",2677709,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
65,"Lucid Dreams","Juice WRLD",2677203,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
66,Paradise,Bazzi,2660163,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
67,"Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude",Dreamville,2607937,https://open.spotify.com/track/2gtFMLjQpCTGekMi4oXZxN
68,"SICKO MODE","Travis Scott",2602254,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
69,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",2566674,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
70,Robbery,"Juice WRLD",2560087,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
71,"Envy Me",Calboy,2541293,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx
72,"God's Country","Blake Shelton",2458856,https://open.spotify.com/track/1dyxS3YzBbL0t8rEVwVQ1K
73,"Better Now","Post Malone",2446889,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
74,"Shotta Flow","NLE Choppa",2380575,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
75,"LamboTruck (with Cozz feat. REASON & Childish Major)",Dreamville,2370086,https://open.spotify.com/track/1OS9fNE87zO4Z696lBXriv
76,"rockstar (feat. 21 Savage)","Post Malone",2369461,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
77,"wish you were gay","Billie Eilish",2355224,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
78,"Look Back at It","A Boogie Wit da Hoodie",2352780,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
79,"thank u, next","Ariana Grande",2341035,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
80,"Without Me",Halsey,2323991,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
81,"Baby Sitter (feat. Offset)",DaBaby,2305524,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk
82,"La La Land (feat. YG)","Bryce Vine",2287282,https://open.spotify.com/track/3TpBefRZ1vFcOH6z57PQRI
83,"Mother's Daughter","Miley Cyrus",2284211,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
84,SAD!,XXXTENTACION,2271002,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
85,"Beer Never Broke My Heart","Luke Combs",2270455,https://open.spotify.com/track/7nfmK6oHPDlAd68A11d7AN
86,"Clout (feat. Cardi B)",Offset,2259722,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
87,"Dancing With A Stranger (with Normani)","Sam Smith",2254323,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
88,"Worth It","YK Osiris",2248393,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2
89,"Homicide (feat. Eminem)",Logic,2243667,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
90,"break up with your girlfriend, i'm bored","Ariana Grande",2235312,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
91,"Out The Mud","Lil Baby",2233919,https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L
92,"a lot","21 Savage",2225420,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
93,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",2186012,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
94,Juice,Lizzo,2175138,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
95,Sanctuary,Joji,2160221,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
96,"BLOW (with Chris Stapleton & Bruno Mars)","Ed Sheeran",2154557,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM
97,Easier,"5 Seconds of Summer",2151355,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
98,"Soltera - Remix",Lunay,2149043,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
99,"Goin Baby",DaBaby,2137816,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS
100,"LA CANCIÓN","J Balvin",2137200,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
101,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville,2091143,https://open.spotify.com/track/7wxDKfgFtRTbupcG4xDhtj
102,"Whiskey Glasses","Morgan Wallen",2087262,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
103,"Beautiful Crazy","Luke Combs",2077792,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
104,"High Hopes","Panic! At The Disco",2042552,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
105,"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa",2026540,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
106,"i love you","Billie Eilish",2015017,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
107,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",2011211,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
108,"Otro Trago",Sech,2008967,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
109,"Focus (feat. 21 Savage)",Bazzi,2006290,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu
110,Shallow,"Lady Gaga",1990518,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
111,Moonlight,XXXTENTACION,1987596,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
112,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",1986283,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
113,Speechless,"Dan + Shay",1984107,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
114,"Hey Look Ma, I Made It","Panic! At The Disco",1967059,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa
115,"SLOW DANCING IN THE DARK",Joji,1961052,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
116,"Con Calma","Daddy Yankee",1956054,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
117,"I Fall Apart","Post Malone",1953430,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
118,"you should see me in a crown","Billie Eilish",1951632,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
119,"Jocelyn Flores",XXXTENTACION,1945047,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
120,"Rescue Me",Marshmello,1940891,https://open.spotify.com/track/35rozLoS6QLE8HX8qswM3k
121,"i'm so tired...",Lauv,1930044,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
122,"Saturday Nights",Khalid,1921562,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
123,Youngblood,"5 Seconds of Summer",1917064,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
124,"I Like It","Cardi B",1908519,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
125,Nonstop,Drake,1908338,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
126,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",Dreamville,1894245,https://open.spotify.com/track/03XfngWwNfhEjrnEga73Rg
127,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",Dreamville,1890801,https://open.spotify.com/track/1KbCc89SxYma4BnBChkJBs
128,"Act Up","City Girls",1874337,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h
129,"Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)",Dreamville,1865660,https://open.spotify.com/track/4ChD9wq9iakg5UdeSzmgPE
130,"Mixed Personalities (feat. Kanye West)","YNW Melly",1860462,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
131,Feeling,"Juice WRLD",1856475,https://open.spotify.com/track/2Jh3UqxnHJMyzMzku4uOtE
132,"Faucet Failure","Ski Mask The Slump God",1849662,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
133,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1849255,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
134,"Psycho (feat. Ty Dolla $ign)","Post Malone",1848770,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
135,Isis,"Joyner Lucas",1846466,https://open.spotify.com/track/36TO60sxDduIsO3xH8IcUh
136,"Taste (feat. Offset)",Tyga,1827043,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt
137,"Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy)",Dreamville,1819660,https://open.spotify.com/track/4nw0S8MtvcLSpXCS9M8ciL
138,"Bohemian Rhapsody - Remastered 2011",Queen,1819211,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
139,"Daddy (feat. Rich The Kid)",Blueface,1815692,https://open.spotify.com/track/6XkLPzkKzPhpr3hrvl1TUq
140,"Rescue Me",OneRepublic,1812419,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
141,"ocean eyes","Billie Eilish",1804791,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
142,"Look What God Gave Her","Thomas Rhett",1801645,https://open.spotify.com/track/2KqJC0koTBUyDlsMt5ok1V
143,"Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba)",Dreamville,1795642,https://open.spotify.com/track/7wTA0NKIm6T7nP2kaymU2a
144,"Sweet but Psycho","Ava Max",1794965,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
145,MEGATRON,"Nicki Minaj",1792768,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
146,"Here With Me",Marshmello,1787770,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
147,"Find U Again (feat. Camila Cabello)","Mark Ronson",1769778,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf
148,"My Type",Saweetie,1765250,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
149,"When I Grow Up",NF,1761348,https://open.spotify.com/track/0hWzB4dR1zwcokPvccww0k
150,idontwannabeyouanymore,"Billie Eilish",1750103,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
151,Tequila,"Dan + Shay",1746256,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
152,"Sleep Deprived (with Lute & Omen feat. Mez & DaVionne)",Dreamville,1740176,https://open.spotify.com/track/6n3q5ybuUQFT97ddyuxsFh
153,GRoCERIES,"Chance the Rapper",1739421,https://open.spotify.com/track/0yFvWTLs3iIwDbc91noXGT
154,"All Girls Are The Same","Juice WRLD",1731789,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
155,"Young Dumb & Broke",Khalid,1729184,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
156,Congratulations,"Post Malone",1717200,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
157,"Rembrandt...Run It Back (with JID & J. Cole feat. Vince Staples)",Dreamville,1709711,https://open.spotify.com/track/2DjLLLV2r88a8TO0hVTVrS
158,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1709133,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
159,"I Like Me Better",Lauv,1708927,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
160,"Yes Indeed","Lil Baby",1699446,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
161,Press,"Cardi B",1688782,https://open.spotify.com/track/6dPyzkyZwoj9LqjQXOFdVv
162,"Mo Bamba","Sheck Wes",1687557,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
163,"XO Tour Llif3","Lil Uzi Vert",1686986,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
164,Noticed,"Lil Mosey",1675202,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj
165,"Cash Shit (feat. DaBaby)","Megan Thee Stallion",1673494,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC
166,Rumor,"Lee Brice",1669976,https://open.spotify.com/track/56eGOeSsqdg3FLxdo83TwV
167,"God's Plan",Drake,1659756,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
168,"All Around The World (La La La)",R3HAB,1655577,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
169,"Love Me Less (feat. Quinn XCII)",MAX,1654067,https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ
170,"Leave Me Alone","Flipp Dinero",1649864,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
171,"Ladies, Ladies, Ladies (with JID feat. T.I.)",Dreamville,1635204,https://open.spotify.com/track/3QBnJDkME3teXvf52Sfslk
172,I,"Lil Skies",1625037,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
173,"Armed And Dangerous","Juice WRLD",1623172,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
174,"Wake Up in the Sky","Gucci Mane",1610799,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
175,"No Me Conoce - Remix","Jhay Cortez",1610149,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
176,"my strange addiction","Billie Eilish",1601277,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
177,"The Middle",Zedd,1598533,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
178,Location,Khalid,1590773,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
179,"Mad Love",Mabel,1584246,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
180,"Be Alright","Dean Lewis",1582616,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
181,"Body Like A Back Road","Sam Hunt",1580556,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
182,"That's a Rack","Lil Uzi Vert",1580428,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO
183,HUMBLE.,"Kendrick Lamar",1579545,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
184,"Self Love (with Ari Lennox & Bas feat. Baby Rose)",Dreamville,1567568,https://open.spotify.com/track/7dnSXaCjLdFiWZa8s5wP1n
185,Nightmare,Halsey,1560906,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
186,"Ric Flair Drip (& Metro Boomin)",Offset,1554315,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
187,"MIA (feat. Drake)","Bad Bunny",1549773,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
188,Proud,Marshmello,1545721,https://open.spotify.com/track/4YXKVaWzHaVyDq2pVS5cgR
189,Heaven,Avicii,1541835,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
190,"Boy With Luv (feat. Halsey)",BTS,1532154,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
191,"Slime Belief","YoungBoy Never Broke Again",1530121,https://open.spotify.com/track/2qGfZAgDe1pV2y5xJAhi6R
192,"Best Part (feat. Daniel Caesar)",H.E.R.,1514237,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
193,goosebumps,"Travis Scott",1503078,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
194,bellyache,"Billie Eilish",1500738,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
195,"SOS (feat. Aloe Blacc)",Avicii,1497805,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
196,Uno,Ambjaay,1488516,https://open.spotify.com/track/3AEgic4yp82NxMWUjHtxnO
197,"Love Ain't","Eli Young Band",1485145,https://open.spotify.com/track/6lUNNXp7M8boA7gUEd6PSm
198,"Don't Stop Me Now - Remastered 2011",Queen,1484543,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
199,"Glass House (feat. Naomi Wild)","Machine Gun Kelly",1476566,https://open.spotify.com/track/0YP8kt3sAYTj6eEyesreQH
200,"Nice For What",Drake,1476535,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
